ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,AGE_index,GENDER_index,RACE_index,VEHICLE_OWNERSHIP_index,CHILDREN_index,VEHICLE_TYPE_index,MARRIED_index,INCOME_index,VEHICLE_YEAR_index,POSTAL_CODE_index,prediction,AGE_OHE_array_string,GENDER_OHE_array_string,RACE_OHE_array_string,VEHICLE_OWNERSHIP_OHE_array_string,CHILDREN_OHE_array_string,VEHICLE_TYPE_OHE_array_string,MARRIED_OHE_array_string,INCOME_OHE_array_string,VEHICLE_YEAR_OHE_array_string,POSTAL_CODE_OHE_array_string,features_array_string,rawPrediction_array_string,probability_array_string
567055,40-64,female,minority,3,0,upper class,0.6744237039305945,yes,after 2015,no,yes,92101,12000.0,sedan,2,0,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,"0.0,1.0,0.0",1.0,0.0,1.0,1.0,1.0,0.0,"1.0,0.0,0.0",0.0,"0.0,0.0,1.0","0.6744237039305945,12000.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0","17.73118742291202,2.268812577087981","0.8865593711456009,0.11344062885439905"
567494,16-25,female,majority,1,0,poverty,0.2340120129266886,no,before 2015,no,no,32765,10000.0,sedan,0,0,0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,"0.0,0.0,1.0",1.0,1.0,0.0,0.0,1.0,0.0,"0.0,0.0,1.0",1.0,"0.0,1.0,0.0","0.2340120129266886,10000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0","3.584095181684409,16.41590481831559","0.17920475908422048,0.8207952409157796"
568053,65+,male,majority,4,1,upper class,0.5203339851656199,yes,before 2015,yes,yes,10238,9000.0,sedan,10,0,2,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0,0.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.5203339851656199,9000.0,10.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","18.251281045965417,1.7487189540345813","0.9125640522982709,0.08743594770172906"
568092,16-25,male,majority,1,0,poverty,0.2569172447028157,no,before 2015,no,no,10238,11697.003206900365,sedan,0,0,0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,"0.0,0.0,1.0",0.0,1.0,0.0,0.0,1.0,0.0,"0.0,0.0,1.0",1.0,"1.0,0.0,0.0","0.2569172447028157,11697.003206900365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0","3.222365169933934,16.77763483006607","0.16111825849669667,0.8388817415033033"
568507,40-64,female,majority,3,2,upper class,0.6790743157695509,yes,after 2015,no,yes,10238,13000.0,sedan,1,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"0.0,1.0,0.0",1.0,1.0,1.0,1.0,1.0,0.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.6790743157695509,13000.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","18.386982522444832,1.613017477555167","0.9193491261222416,0.08065087387775835"
568922,65+,female,majority,3,2,upper class,0.6564376596744247,yes,after 2015,yes,yes,10238,12000.0,sedan,4,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"0.0,0.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.6564376596744247,12000.0,4.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","18.443771105067167,1.556228894932832","0.9221885552533584,0.0778114447466416"
569125,26-39,male,majority,1,0,working class,0.4549298945653736,yes,before 2015,yes,yes,10238,11000.0,sedan,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,"1.0,0.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"0.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.4549298945653736,11000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0","9.166579215932286,10.833420784067714","0.4583289607966143,0.5416710392033857"
569313,65+,female,majority,2,1,upper class,0.6749652735613098,yes,after 2015,yes,yes,10238,9000.0,sedan,0,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"0.0,0.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.6749652735613098,9000.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","18.37735841479029,1.6226415852097087","0.9188679207395145,0.08113207926048543"
569662,26-39,female,majority,2,0,poverty,0.3674159775277167,no,before 2015,yes,no,32765,13000.0,sedan,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,"1.0,0.0,0.0",1.0,1.0,0.0,0.0,1.0,1.0,"0.0,0.0,1.0",1.0,"0.0,1.0,0.0","0.3674159775277167,13000.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0","11.189295626724999,8.810704373274996","0.5594647813362501,0.44053521866374995"
570272,26-39,male,majority,2,2,upper class,0.505754450734344,yes,after 2015,yes,yes,10238,13000.0,sedan,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"1.0,0.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.505754450734344,13000.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","17.950840239159103,2.049159760840895","0.8975420119579552,0.10245798804204477"
570855,40-64,male,majority,3,1,upper class,0.5656002831268322,yes,after 2015,yes,yes,10238,11000.0,sedan,1,0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"0.0,1.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.5656002831268322,11000.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","18.57104547698263,1.42895452301737","0.9285522738491314,0.0714477261508685"
571417,65+,female,minority,4,2,upper class,0.6707053019283403,yes,before 2015,no,yes,10238,11697.003206900365,sedan,3,0,1,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"0.0,0.0,0.0",1.0,0.0,1.0,1.0,1.0,0.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.6707053019283403,11697.003206900365,3.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","18.002436252418978,1.9975637475810213","0.9001218126209489,0.09987818737905106"
572262,40-64,female,majority,3,1,upper class,0.6732474563540362,no,before 2015,yes,no,10238,13000.0,sedan,0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0,1.0,0.0",1.0,1.0,0.0,0.0,1.0,1.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.6732474563540362,13000.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","16.46251227398741,3.5374877260125905","0.8231256136993705,0.17687438630062952"
572525,65+,male,majority,4,1,middle class,0.6952820041732881,yes,before 2015,no,yes,10238,12000.0,sedan,10,1,5,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"0.0,0.0,0.0",0.0,1.0,1.0,1.0,1.0,0.0,"0.0,1.0,0.0",1.0,"1.0,0.0,0.0","0.6952820041732881,12000.0,10.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0","17.79054262976437,2.209457370235626","0.8895271314882187,0.11047286851178133"
572801,26-39,female,majority,2,2,poverty,0.4727403772012601,no,before 2015,no,yes,10238,11000.0,sedan,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,"1.0,0.0,0.0",1.0,1.0,0.0,1.0,1.0,0.0,"0.0,0.0,1.0",1.0,"1.0,0.0,0.0","0.4727403772012601,11000.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0","12.1642225517371,7.835777448262899","0.6082111275868549,0.391788872413145"
574525,16-25,female,majority,1,1,poverty,0.23974310272187144,no,before 2015,no,no,10238,19000.0,sedan,0,0,0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,"0.0,0.0,1.0",1.0,1.0,0.0,0.0,1.0,0.0,"0.0,0.0,1.0",1.0,"1.0,0.0,0.0","0.23974310272187144,19000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0","3.6508942574879395,16.34910574251206","0.18254471287439697,0.8174552871256029"
574624,26-39,male,majority,2,1,working class,0.5619369424716061,no,after 2015,no,yes,32765,12000.0,sedan,3,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,"1.0,0.0,0.0",0.0,1.0,0.0,1.0,1.0,0.0,"0.0,0.0,0.0",0.0,"0.0,1.0,0.0","0.5619369424716061,12000.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0","13.44513177760493,6.554868222395068","0.6722565888802466,0.3277434111197534"
574832,16-25,male,majority,1,0,working class,0.4961009681469475,no,before 2015,yes,yes,10238,5000.0,sedan,0,0,0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,"0.0,0.0,1.0",0.0,1.0,0.0,1.0,1.0,1.0,"0.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.4961009681469475,5000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0","4.130697509485887,15.869302490514112","0.20653487547429433,0.7934651245257056"
575571,16-25,female,majority,1,1,poverty,0.32319350027703736,no,before 2015,no,no,10238,16000.0,sedan,0,0,0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,"0.0,0.0,1.0",1.0,1.0,0.0,0.0,1.0,0.0,"0.0,0.0,1.0",1.0,"1.0,0.0,0.0","0.32319350027703736,16000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0","3.6508942574879395,16.34910574251206","0.18254471287439697,0.8174552871256029"
575987,16-25,female,majority,1,2,poverty,0.5007952712760815,no,after 2015,no,no,10238,15000.0,sedan,0,0,0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,"0.0,0.0,1.0",1.0,1.0,0.0,0.0,1.0,0.0,"0.0,0.0,1.0",0.0,"1.0,0.0,0.0","0.5007952712760815,15000.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0","6.86934011796523,13.130659882034772","0.3434670058982615,0.6565329941017386"
576420,40-64,female,majority,1,2,middle class,0.5761628452185223,yes,before 2015,yes,yes,10238,8000.0,sedan,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"0.0,1.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"0.0,1.0,0.0",1.0,"1.0,0.0,0.0","0.5761628452185223,8000.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0","10.153194387119953,9.846805612880047","0.5076597193559976,0.49234028064400237"
577300,40-64,female,majority,1,2,upper class,0.6876975534249411,yes,after 2015,yes,yes,10238,9000.0,sedan,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"0.0,1.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.6876975534249411,9000.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","16.147673581655496,3.8523264183445036","0.8073836790827749,0.1926163209172252"
577364,65+,female,majority,4,2,upper class,0.487878682997909,no,before 2015,no,yes,10238,12000.0,sedan,3,0,2,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"0.0,0.0,0.0",1.0,1.0,0.0,1.0,1.0,0.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.487878682997909,12000.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","17.66450757928729,2.3354924207127077","0.8832253789643646,0.1167746210356354"
577466,26-39,female,majority,2,1,middle class,0.5014188486086891,yes,before 2015,no,no,10238,16000.0,sedan,0,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,"1.0,0.0,0.0",1.0,1.0,1.0,0.0,1.0,0.0,"0.0,1.0,0.0",1.0,"1.0,0.0,0.0","0.5014188486086891,16000.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0","17.280045979935693,2.7199540200643044","0.8640022989967848,0.13599770100321523"
577761,40-64,male,majority,3,1,upper class,0.5255285623050104,yes,after 2015,yes,yes,10238,8000.0,sedan,7,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"0.0,1.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.5255285623050104,8000.0,7.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","18.513134091433937,1.4868659085660645","0.9256567045716968,0.07434329542830323"
577965,65+,male,majority,4,1,middle class,0.4219579486132668,yes,before 2015,no,yes,10238,11000.0,sedan,4,0,6,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"0.0,0.0,0.0",0.0,1.0,1.0,1.0,1.0,0.0,"0.0,1.0,0.0",1.0,"1.0,0.0,0.0","0.4219579486132668,11000.0,4.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0","17.642008939287155,2.357991060712842","0.882100446964358,0.11789955303564212"
578035,40-64,female,majority,3,1,upper class,0.6211206784777938,yes,before 2015,yes,yes,10238,10000.0,sedan,1,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0,1.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.6211206784777938,10000.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","18.331660257973276,1.6683397420267243","0.9165830128986638,0.08341698710133622"
579072,40-64,female,majority,2,1,middle class,0.43150687719255176,yes,before 2015,yes,yes,92101,15000.0,sedan,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,"0.0,1.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"0.0,1.0,0.0",1.0,"0.0,0.0,1.0","0.43150687719255176,15000.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0","16.21519158969354,3.784808410306465","0.8107595794846768,0.18924042051532322"
580249,65+,male,majority,4,1,upper class,0.5295651241224668,yes,before 2015,yes,yes,10238,12000.0,sedan,3,1,4,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0,0.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.5295651241224668,12000.0,3.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","18.251281045965417,1.7487189540345813","0.9125640522982709,0.08743594770172906"
581027,40-64,female,majority,3,1,middle class,0.5010614346395708,yes,after 2015,yes,no,32765,11000.0,sedan,4,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,"0.0,1.0,0.0",1.0,1.0,1.0,0.0,1.0,1.0,"0.0,1.0,0.0",0.0,"0.0,1.0,0.0","0.5010614346395708,11000.0,4.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0","17.68709919599098,2.3129008040090184","0.884354959799549,0.11564504020045092"
583432,65+,male,minority,4,2,upper class,0.6803393047835292,yes,after 2015,yes,yes,10238,11000.0,sedan,7,1,3,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"0.0,0.0,0.0",0.0,0.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.6803393047835292,11000.0,7.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","18.438262992246624,1.5617370077533768","0.9219131496123312,0.07808685038766884"
583719,16-25,female,majority,1,0,poverty,0.4535993450076283,no,before 2015,yes,no,10238,11697.003206900365,sedan,0,0,0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,"0.0,0.0,1.0",1.0,1.0,0.0,0.0,1.0,1.0,"0.0,0.0,1.0",1.0,"1.0,0.0,0.0","0.4535993450076283,11697.003206900365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0","4.502798579570301,15.4972014204297","0.22513992897851506,0.774860071021485"
583790,26-39,female,majority,2,0,working class,0.4053779920793006,yes,before 2015,no,no,32765,13000.0,sedan,2,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,"1.0,0.0,0.0",1.0,1.0,1.0,0.0,1.0,0.0,"0.0,0.0,0.0",1.0,"0.0,1.0,0.0","0.4053779920793006,13000.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0","16.737944444818012,3.2620555551819868","0.8368972222409006,0.16310277775909934"
585379,65+,female,majority,2,1,upper class,0.5694637281652679,no,before 2015,yes,yes,32765,8000.0,sedan,3,0,0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"0.0,0.0,0.0",1.0,1.0,0.0,1.0,1.0,1.0,"1.0,0.0,0.0",1.0,"0.0,1.0,0.0","0.5694637281652679,8000.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0","15.96374475340535,4.036255246594648","0.7981872376702676,0.20181276232973241"
585897,65+,male,majority,4,1,upper class,0.754224490677545,yes,after 2015,yes,yes,32765,11697.003206900365,sedan,11,3,5,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"0.0,0.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"0.0,1.0,0.0","0.754224490677545,11697.003206900365,11.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0","17.947403366225334,2.0525966337746664","0.8973701683112667,0.10262983168873333"
586621,65+,female,majority,2,2,middle class,0.4703998202665653,yes,before 2015,yes,yes,32765,8000.0,sedan,4,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"0.0,0.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"0.0,1.0,0.0",1.0,"0.0,1.0,0.0","0.4703998202665653,8000.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0","16.343738500453515,3.656261499546484","0.8171869250226758,0.18281307497732419"
586978,40-64,female,majority,1,2,upper class,0.6921548380276835,yes,before 2015,yes,no,10238,18000.0,sedan,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"0.0,1.0,0.0",1.0,1.0,1.0,0.0,1.0,1.0,"1.0,0.0,0.0",1.0,"1.0,0.0,0.0","0.6921548380276835,18000.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0","11.644232117247245,8.355767882752755","0.5822116058623623,0.41778839413763774"
587296,65+,male,majority,1,1,upper class,0.6221966088425328,yes,after 2015,yes,yes,10238,12000.0,sedan,0,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"0.0,0.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.6221966088425328,12000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","15.678318737823284,4.321681262176718","0.7839159368911641,0.21608406310883588"
587387,26-39,male,majority,2,1,working class,0.381262306885702,yes,after 2015,yes,yes,10238,9000.0,sedan,3,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,"1.0,0.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"0.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.381262306885702,9000.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0","17.32254197887708,2.6774580211229164","0.8661270989438542,0.13387290105614585"
587659,40-64,male,majority,2,2,middle class,0.4705041616549497,yes,before 2015,no,yes,10238,9000.0,sedan,4,1,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"0.0,1.0,0.0",0.0,1.0,1.0,1.0,1.0,0.0,"0.0,1.0,0.0",1.0,"1.0,0.0,0.0","0.4705041616549497,9000.0,4.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0","17.95888741711606,2.041112582883942","0.897944370855803,0.10205562914419711"
588188,26-39,female,majority,2,1,middle class,0.4432003644752441,yes,before 2015,yes,yes,10238,11000.0,sedan,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"1.0,0.0,0.0",1.0,1.0,1.0,1.0,1.0,1.0,"0.0,1.0,0.0",1.0,"1.0,0.0,0.0","0.4432003644752441,11000.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0","16.17164728686966,3.828352713130341","0.8085823643434831,0.19141763565651707"
588241,40-64,male,majority,2,2,upper class,0.7424759866684622,yes,after 2015,yes,yes,10238,12000.0,sedan,0,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"0.0,1.0,0.0",0.0,1.0,1.0,1.0,1.0,1.0,"1.0,0.0,0.0",0.0,"1.0,0.0,0.0","0.7424759866684622,12000.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0","18.322119830539773,1.677880169460225","0.9161059915269888,0.08389400847301126"
588867,65+,male,majority,4,2,upper class,0.5696387767787482,yes,before 2015,yes,no,32765,11697.003206900365,sedan,19,0,2,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"0.0,0.0,0.0",0.0,1.0,1.0,0.0,1.0,1.0,"1.0,0.0,0.0",1.0,"0.0,1.0,0.0","0.5696387767787482,11697.003206900365,19.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0","17.564890815470147,2.435109184529852","0.8782445407735073,0.1217554592264926"
